age,d18O
69900.0,-9.446162720397485
70000.0,-9.723239243443537
70100.0,-9.881805665479488
70200.0,-9.953099360242712
70300.0,-10.011781217208814
70400.0,-9.870563483735571
70500.0,-10.198845750262329
70600.0,-9.801128016789086
70700.0,-9.756743616649178
70800.0,-10.083192549842604
70900.0,-9.99697481636936
71000.0,-10.380257082896119
71100.0,-10.135078698845751
71200.0,-10.174915966386555
71300.0,-10.188571428571429
71400.0,-10.202226890756302
71500.0,-10.215882352941177
71600.0,-10.22953781512605
71700.0,-10.243193277310924
71800.0,-10.2568487394958
71900.0,-10.270504201680673
72000.0,-10.284159663865546
72100.0,-10.297815126050422
72200.0,-10.317628541448059
72300.0,-10.338614900314797
72400.0,-10.359601259181533
72500.0,-10.380587618048269
72600.0,-10.401573976915005
72700.0,-10.422560335781743
72800.0,-10.443546694648479
72900.0,-10.464533053515215
73000.0,-10.485519412381953
73100.0,-10.305413339773292
73200.0,-10.353883597723877
73300.0,-10.402353855674459
73400.0,-10.450824113625044
73500.0,-10.499294371575626
73600.0,-10.54776462952621
73700.0,-10.596234887476793
73800.0,-10.649295050790153
73900.0,-10.702497169939473
74000.0,-10.755699289088795
74100.0,-10.738139119374962
74200.0,-10.702888377445339
74300.0,-10.667637635515717
74400.0,-10.653665494392706
74500.0,-10.651662566223417
74600.0,-10.649659638054125
74700.0,-10.629799224759251
74800.0,-10.58980164738659
74900.0,-10.54980407001393
75000.0,-10.523540669856459
75100.0,-10.527846889952153
75200.0,-10.548870192307692
75300.0,-10.613818778815823
75400.0,-10.832947176049503
75500.0,-11.052075573283183
75600.0,-11.271203970516865
75700.0,-11.425768317916262
75800.0,-11.579015031645568
75900.0,-11.732261745374878
76000.0,-11.832181281849065
76100.0,-11.920394852584323
76200.0,-12.008608423319583
76300.0,-12.022875182570594
76400.0,-11.997324427945472
76500.0,-11.97177367332035
76600.0,-11.959459551686484
76700.0,-11.702721874931061
76800.0,-11.819293155254314
76900.0,-11.95635239628515
77000.0,-12.07079798563778
77100.0,-12.141143196202531
77200.0,-12.204651366476583
77300.0,-12.237347503760837
77400.0,-12.290900801976264
77500.0,-12.34445410019169
77600.0,-12.363147210642362
77700.0,-12.353543743974505
77800.0,-12.370742131132756
77900.0,-12.446919273325358
78000.0,-12.487073205741627
78100.0,-12.44785374800638
78200.0,-12.316834290271132
78300.0,-12.254629578206881
78400.0,-12.454909617224882
78500.0,-12.504911561004786
78600.0,-12.541295853269538
78700.0,-12.552363668261563
78800.0,-12.551034499126605
78900.0,-12.574743086124402
79000.0,-12.560088779904305
79100.0,-12.43311447368421
79200.0,-12.347600167464115
79300.0,-12.459642477405637
79400.0,-12.70216632829536
79500.0,-12.494327963702965
79600.0,-12.492711634615386
79700.0,-12.511037307692309
79800.0,-12.519817526223775
79900.0,-12.57083479020979
80000.0,-12.46322749433665
80100.0,-12.53819062099872
80200.0,-12.492109713569882
80300.0,-12.550294471153848
80400.0,-12.344465144230767
80500.0,-12.260220324349946
80600.0,-12.238560031517778
80700.0,-12.046220554680062
80800.0,-12.123609168609168
80900.0,-12.077748387176204
81000.0,-11.988550893550894
81100.0,-11.855577969565646
81200.0,-11.929308301733478
81300.0,-11.803485576923077
81400.0,-11.922046654929577
81500.0,-11.865333599149388
81600.0,-11.880099905654019
81700.0,-12.117153793857996
81800.0,-11.874169363917815
81900.0,-11.829445773524721
82000.0,-11.776584928229665
82100.0,-12.244557416267941
82200.0,-11.986904904306218
82300.0,-11.245502392344498
82400.0,-11.451342527441598
82500.0,-11.288634868421052
82600.0,-10.265982356459329
82700.0,-10.065392344497607
82800.0,-10.171781499202552
82900.0,-10.096837320574162
83000.0,-10.06155980861244
83100.0,-10.06213943950786
83200.0,-10.138147641831853
83300.0,-10.178727272727272
83400.0,-10.22794976076555
83500.0,-10.316304487179487
83600.0,-10.389349358974359
83700.0,-10.41339423076923
83800.0,-10.323105769230768
83900.0,-10.232817307692308
84000.0,-10.173028846153844
84100.0,-10.18440705128205
84200.0,-10.195785256410257
84300.0,-10.18199104774536
84400.0,-10.109461206896551
84500.0,-10.036931366047746
84600.0,-10.00063141025641
84700.0,-10.018676282051281
84800.0,-10.036721153846155
84900.0,-10.048099358974358
85000.0,-10.049477564102563
85100.0,-10.05085576923077
85200.0,-10.055567307692307
85300.0,-10.065278846153845
85400.0,-10.074990384615385
85500.0,-10.12559847480106
85600.0,-10.256661969496022
85700.0,-10.432316810344828
85800.0,-10.551017628205129
85900.0,-10.612764423076923
86000.0,-10.67451121794872
86100.0,-10.72292467948718
86200.0,-10.75800480769231
86300.0,-10.793084935897436
86400.0,-10.842417937665783
86500.0,-10.906003812997348
86600.0,-10.969589688328913
86700.0,-10.993072115384615
86800.0,-10.98981891025641
86900.0,-10.986565705128205
87000.0,-11.0183125
87100.0,-11.073392628205127
87200.0,-11.128472756410257
87300.0,-11.141552884615384
87400.0,-11.126633012820513
87500.0,-11.111713141025641
87600.0,-11.14286223474801
87700.0,-11.144297145685531
87800.0,-11.085305230160039
87900.0,-11.112566188197768
88000.0,-11.176792663476874
88100.0,-11.24101913875598
88200.0,-11.14424561403509
88300.0,-10.978472089314195
88400.0,-10.812698564593301
88500.0,-10.977383373205742
88600.0,-11.630568181818182
88700.0,-11.363752990430623
88800.0,-11.748187799043063
88900.0,-11.388247607655503
89000.0,-11.620182416267944
89100.0,-11.426492224880384
89200.0,-11.349208283492825
89300.0,-11.300830592105264
89400.0,-11.252452900717703
89500.0,-11.198356459330144
89600.0,-11.130916267942585
89700.0,-11.063476076555025
89800.0,-11.027298076923078
89900.0,-10.95646153846154
90000.0,-10.756125
90100.0,-10.555788461538462
90200.0,-10.355451923076924
90300.0,-10.22282967032967
90400.0,-10.248207417582417
90500.0,-10.326442307692307
90600.0,-10.241105769230769
90700.0,-10.013269230769232
90800.0,-10.099182692307693
90900.0,-10.043012820512821
91000.0,-9.98684294871795
91100.0,-9.949717194570136
91200.0,-9.957027714932128
91300.0,-9.964338235294118
91400.0,-9.971648755656108
91500.0,-9.978959276018099
91600.0,-9.986269796380089
91700.0,-9.993580316742081
91800.0,-9.980473104793756
91900.0,-9.984691075514874
92000.0,-9.99834477498093
92100.0,-10.011998474446987
92200.0,-10.025652173913043
92300.0,-10.0393058733791
92400.0,-10.052959572845158
92500.0,-10.106996904024768
92600.0,-10.18795665634675
92700.0,-10.26891640866873
92800.0,-10.349876160990712
92900.0,-10.430835913312695
93000.0,-10.511795665634676
93100.0,-10.592755417956656
93200.0,-10.647832817337463
93300.0,-10.696439628482974
93400.0,-10.745046439628483
93500.0,-10.793653250773994
93600.0,-10.842260061919506
93700.0,-10.890866873065015
93800.0,-10.939473684210526
93900.0,-10.990808543096872
94000.0,-11.010067238015608
94100.0,-11.02576191471572
94200.0,-11.04145659141583
94300.0,-11.057151268115941
94400.0,-11.072845944816052
94500.0,-11.08661189409905
94600.0,-11.08301929662803
94700.0,-11.079426699157008
94800.0,-11.075834101685984
94900.0,-11.072241504214963
95000.0,-11.06864890674394
95100.0,-11.065056309272919
95200.0,-11.061463711801895
95300.0,-11.074139163201663
95400.0,-11.090881626819126
95500.0,-11.107624090436591
95600.0,-11.124366554054053
95700.0,-11.141109017671518
95800.0,-11.157851481288981
95900.0,-11.174593944906444
96000.0,-11.214220685586945
96100.0,-11.331770007209805
96200.0,-11.449319328832665
96300.0,-11.566868650455529
96400.0,-11.68441797207839
96500.0,-11.801967293701253
96600.0,-11.919516615324113
96700.0,-12.033541316436054
96800.0,-12.115844432949697
96900.0,-12.19814754946334
97000.0,-12.280450665976982
97100.0,-12.362753782490625
97200.0,-12.445056899004268
97300.0,-12.52736001551791
97400.0,-12.609663132031553
97500.0,-12.661981057875074
97600.0,-12.701448187717112
97700.0,-12.740915317559153
97800.0,-12.780382447401193
97900.0,-12.819849577243232
98000.0,-12.859316707085272
98100.0,-12.890187038988408
98200.0,-12.902182952182953
98300.0,-12.937448024948026
98400.0,-12.972713097713097
98500.0,-13.00797817047817
98600.0,-13.043243243243243
98700.0,-13.078508316008316
98800.0,-13.113773388773389
98900.0,-13.14903846153846
99000.0,-13.197576396206532
99100.0,-13.246114330874605
99200.0,-13.294652265542677
99300.0,-13.34319020021075
99400.0,-13.391728134878818
99500.0,-13.44026606954689
99600.0,-13.488804004214963
99700.0,-13.590483367983367
99800.0,-13.71493762993763
99900.0,-13.839391891891893
100000.0,-13.963846153846152
100100.0,-14.088300415800415
100200.0,-14.212053536790378
100300.0,-14.334754946333893
100400.0,-14.383773923444977
100500.0,-14.260867224880382
100600.0,-14.137960526315789
100700.0,-14.015053827751196
100800.0,-14.032856588646062
100900.0,-14.110963403594983
101000.0,-14.189070218543902
101100.0,-14.267177033492823
101200.0,-14.318256821414717
101300.0,-14.36933660933661
101400.0,-14.420416397258503
101500.0,-14.441383572567783
101600.0,-14.392087985114301
101700.0,-14.34279239766082
101800.0,-14.293496810207337
101900.0,-14.371220742273373
102000.0,-14.503381611276348
102100.0,-14.635542480279323
102200.0,-14.767703349282296
102300.0,-14.831587837837837
102400.0,-14.906925675675677
102500.0,-14.982263513513514
102600.0,-15.013942307692307
102700.0,-14.943750000000001
102800.0,-14.873557692307692
102900.0,-14.815946261682242
103000.0,-14.763726635514018
103100.0,-14.711507009345794
103200.0,-14.65928738317757
103300.0,-14.607067757009347
103400.0,-14.554848130841123
103500.0,-14.502628504672899
103600.0,-14.450408878504673
103700.0,-14.398189252336449
103800.0,-14.345969626168223
103900.0,-14.29375
104000.0,-13.987916666666667
104100.0,-14.18625
104200.0,-14.076249999999998
104300.0,-14.197083333333332
104400.0,-13.82354066985646
104500.0,-14.292741626794257
104600.0,-14.316942583732056
104700.0,-14.141810207336523
104800.0,-14.265677830940987
104900.0,-14.309545454545454
105000.0,-14.054746411483254
105100.0,-14.639947368421053
105200.0,-15.807148325358853
105300.0,-15.98534928229665
105400.0,-15.46055023923445
105500.0,-15.995751196172248
105600.0,-16.22895215311005
105700.0,-16.122153110047847
105800.0,-15.894354066985647
105900.0,-16.234555023923445
106000.0,-16.213755980861244
106100.0,-15.870956937799043
106200.0,-16.20940789473684
106300.0,-16.03035885167464
106400.0,-16.10255980861244
106500.0,-16.231346153846154
106600.0,-17.103557692307692
106700.0,-17.044423076923078
106800.0,-16.985288461538463
106900.0,-16.92615384615385
107000.0,-16.86701923076923
107100.0,-16.807884615384616
107200.0,-16.74875
107300.0,-16.689615384615387
107400.0,-16.63048076923077
107500.0,-16.571346153846154
107600.0,-16.51221153846154
107700.0,-16.453076923076924
107800.0,-16.39394230769231
107900.0,-16.33480769230769
108000.0,-16.275673076923077
108100.0,-16.216538461538462
108200.0,-16.157403846153848
108300.0,-16.09826923076923
108400.0,-16.039134615384615
108500.0,-15.98
108600.0,-15.926153846153847
108700.0,-15.872307692307693
108800.0,-15.81846153846154
108900.0,-15.764615384615384
109000.0,-15.71076923076923
109100.0,-15.656923076923077
109200.0,-15.603076923076923
109300.0,-15.54923076923077
109400.0,-15.495384615384616
109500.0,-15.441538461538462
109600.0,-15.387692307692308
109700.0,-15.333846153846153
109800.0,-15.28
109900.0,-15.226153846153846
110000.0,-15.172307692307692
110100.0,-15.118461538461538
110200.0,-15.064615384615385
110300.0,-15.010769230769231
110400.0,-14.956923076923076
110500.0,-14.903076923076922
110600.0,-14.875406698564593
110700.0,-14.95244019138756
110800.0,-15.029473684210526
110900.0,-15.106507177033492
111000.0,-15.183540669856459
111100.0,-15.260574162679426
111200.0,-15.337607655502392
111300.0,-15.414641148325359
111400.0,-15.491674641148325
111500.0,-15.568708133971292
111600.0,-15.645741626794258
111700.0,-15.722775119617223
111800.0,-15.79980861244019
111900.0,-15.876842105263156
112000.0,-15.953875598086123
112100.0,-16.03090909090909
112200.0,-16.107942583732058
112300.0,-16.184976076555024
112400.0,-16.26200956937799
112500.0,-16.339043062200957
112600.0,-16.41607655502392
112700.0,-16.444903846153846
112800.0,-16.36125
112900.0,-16.277596153846154
113000.0,-16.193942307692307
113100.0,-16.11028846153846
113200.0,-16.026634615384616
113300.0,-15.942980769230768
113400.0,-15.859326923076923
113500.0,-15.775673076923077
113600.0,-15.69201923076923
113700.0,-15.608365384615384
113800.0,-15.524711538461538
113900.0,-15.441057692307693
114000.0,-15.357403846153845
114100.0,-15.27375
114200.0,-15.190096153846154
114300.0,-15.106442307692308
114400.0,-15.022788461538461
114500.0,-14.939134615384615
114600.0,-14.85548076923077
114700.0,-14.771826923076924
114800.0,-14.712535885167464
114900.0,-14.677607655502392
115000.0,-14.64267942583732
115100.0,-14.607751196172249
115200.0,-14.572822966507177
115300.0,-14.537894736842105
115400.0,-14.502966507177034
115500.0,-14.468038277511962
115600.0,-14.43311004784689
115700.0,-14.398181818181818
115800.0,-14.363253588516747
115900.0,-14.328325358851675
116000.0,-14.293397129186603
116100.0,-14.258468899521532
